Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-05-22,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,22
2023-05-22,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,22
2023-05-22,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,22
2023-05-19,Debt Held by the Public,null,24637237,24637327,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,19
2023-05-19,Intragovernmental Holdings,null,6824910,6825349,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,19
2023-05-19,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,19
2023-05-19,Debt Not Subject to Limit,Unamortized Discount (-),75385,75915,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,19
2023-05-19,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,19
2023-05-19,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,19
2023-05-19,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,19
2023-05-18,Debt Held by the Public,null,24637327,24637069,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,18
2023-05-18,Intragovernmental Holdings,null,6825349,6820966,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,18
2023-05-18,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,18
2023-05-18,Debt Not Subject to Limit,Unamortized Discount (-),75915,71273,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,18
2023-05-18,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,18
2023-05-18,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,18
2023-05-18,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,18
2023-05-17,Debt Held by the Public,null,24637069,24622447,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,17
2023-05-17,Intragovernmental Holdings,null,6820966,6836111,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,17
2023-05-17,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,17
2023-05-17,Debt Not Subject to Limit,Unamortized Discount (-),71273,71796,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,17
2023-05-17,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,17
2023-05-17,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,17
2023-05-17,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,17
2023-05-16,Debt Held by the Public,null,24622447,24632499,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,16
2023-05-16,Intragovernmental Holdings,null,6836111,6824608,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,16
2023-05-16,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,16
2023-05-16,Debt Not Subject to Limit,Unamortized Discount (-),71796,70345,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,16
2023-05-16,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,16
2023-05-16,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,16
2023-05-16,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,16
2023-05-15,Debt Held by the Public,null,24632499,24639658,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,15
2023-05-15,Intragovernmental Holdings,null,6824608,6818874,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,15
2023-05-15,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,15
2023-05-15,Debt Not Subject to Limit,Unamortized Discount (-),70345,71770,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,15
2023-05-15,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,15
2023-05-15,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,15
2023-05-15,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,15
2023-05-12,Debt Held by the Public,null,24639658,24639687,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,12
2023-05-12,Intragovernmental Holdings,null,6818874,6819364,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,12
2023-05-12,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,12
2023-05-12,Debt Not Subject to Limit,Unamortized Discount (-),71770,72290,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,12
2023-05-12,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,12
2023-05-12,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,12
2023-05-12,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,12
2023-05-11,Debt Held by the Public,null,24639687,24641173,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,11
2023-05-11,Intragovernmental Holdings,null,6819364,6816249,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,11
2023-05-11,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,11
2023-05-11,Debt Not Subject to Limit,Unamortized Discount (-),72290,70660,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,11
2023-05-11,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,11
2023-05-11,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,11
2023-05-11,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,11
2023-05-10,Debt Held by the Public,null,24641173,24619937,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,10
2023-05-10,Intragovernmental Holdings,null,6816249,6838003,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,10
2023-05-10,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,10
2023-05-10,Debt Not Subject to Limit,Unamortized Discount (-),70660,71178,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,10
2023-05-10,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,10
2023-05-10,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,10
2023-05-10,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,10
2023-05-09,Debt Held by the Public,null,24619937,24627342,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,09
2023-05-09,Intragovernmental Holdings,null,6838003,6829882,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,09
2023-05-09,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,09
2023-05-09,Debt Not Subject to Limit,Unamortized Discount (-),71178,70462,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,09
2023-05-09,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,09
2023-05-09,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,09
2023-05-09,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,09
2023-05-08,Debt Held by the Public,null,24627342,24636096,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,08
2023-05-08,Intragovernmental Holdings,null,6829882,6822679,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,08
2023-05-08,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,08
2023-05-08,Debt Not Subject to Limit,Unamortized Discount (-),70462,72013,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,08
2023-05-08,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,08
2023-05-08,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,08
2023-05-08,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,08
2023-05-05,Debt Held by the Public,null,24636096,24638821,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,05
2023-05-05,Intragovernmental Holdings,null,6822679,6820471,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,05
2023-05-05,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,05
2023-05-05,Debt Not Subject to Limit,Unamortized Discount (-),72013,72530,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,05
2023-05-05,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,05
2023-05-05,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,05
2023-05-05,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,05
2023-05-04,Debt Held by the Public,null,24638821,24635835,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,04
2023-05-04,Intragovernmental Holdings,null,6820471,6821652,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,04
2023-05-04,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,04
2023-05-04,Debt Not Subject to Limit,Unamortized Discount (-),72530,70725,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,04
2023-05-04,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,04
2023-05-04,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,04
2023-05-04,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,04
2023-05-03,Debt Held by the Public,null,24635835,24620366,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,03
2023-05-03,Intragovernmental Holdings,null,6821652,6837631,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,03
2023-05-03,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,03
2023-05-03,Debt Not Subject to Limit,Unamortized Discount (-),70725,71235,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,03
2023-05-03,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,03
2023-05-03,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,03
2023-05-03,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,03
2023-05-02,Debt Held by the Public,null,24620366,24647680,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,02
2023-05-02,Intragovernmental Holdings,null,6837631,6809719,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,02
2023-05-02,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,02
2023-05-02,Debt Not Subject to Limit,Unamortized Discount (-),71235,70637,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,02
2023-05-02,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,02
2023-05-02,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,02
2023-05-02,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,02
2023-05-01,Debt Held by the Public,null,24647680,24605068,24605068,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,05,01
2023-05-01,Intragovernmental Holdings,null,6809719,6852747,6852747,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,05,01
2023-05-01,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,05,01
2023-05-01,Debt Not Subject to Limit,Unamortized Discount (-),70637,71053,71053,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,05,01
2023-05-01,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,05,01
2023-05-01,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,05,01
2023-05-01,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,05,01
2023-04-28,Debt Held by the Public,null,24605068,24607260,24693515,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,04,28
2023-04-28,Intragovernmental Holdings,null,6852747,6852359,6764923,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,04,28
2023-04-28,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,04,28
2023-04-28,Debt Not Subject to Limit,Unamortized Discount (-),71053,72858,71676,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,04,28
2023-04-28,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,04,28
2023-04-28,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,04,28
2023-04-28,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,04,28
2023-04-27,Debt Held by the Public,null,24607260,24609136,24693515,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,04,27
2023-04-27,Intragovernmental Holdings,null,6852359,6848878,6764923,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,04,27
2023-04-27,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,04,27
2023-04-27,Debt Not Subject to Limit,Unamortized Discount (-),72858,71253,71676,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,04,27
2023-04-27,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,04,27
2023-04-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,04,27
2023-04-27,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,04,27
2023-04-26,Debt Held by the Public,null,24609136,24594031,24693515,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,04,26
2023-04-26,Intragovernmental Holdings,null,6848878,6864490,6764923,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,04,26
2023-04-26,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,04,26
2023-04-26,Debt Not Subject to Limit,Unamortized Discount (-),71253,71759,71676,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,04,26
2023-04-26,Debt Not Subject to Limit,Federal Financing Bank (-),4847,4847,4847,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,3,2023,2,04,26
2023-04-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,3,2023,2,04,26
2023-04-26,Statutory Debt Limit,null,31381463,31381463,31381463,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,3,2023,2,04,26
2023-04-25,Debt Held by the Public,null,24594031,24606855,24693515,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,3,2023,2,04,25
2023-04-25,Intragovernmental Holdings,null,6864490,6851085,6764923,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,3,2023,2,04,25
2023-04-25,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,3,2023,2,04,25
2023-04-25,Debt Not Subject to Limit,Unamortized Discount (-),71759,71178,71676,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,3,2023,2,04,25
