category,total_spending_2013,total_spending_2014,total_spending_2015,total_spending_2016,total_spending_2017,total_spending_2018,total_spending_2019,total_spending_2020,total_spending_2021,total_spending_2022,total_spending_2023,total_spending_2024,total_spending_2025
Federal Employee Salaries,42136.0,41565.0,41161.0,43750.0,44655.0,48172.0,51343.0,51345.0,53890.0,55590.0,59202.0,58411.0,62082.0
